,Rank,Name,Japanese_name,Type,Episodes,Studio,Release_season,Tags,Rating,Release_year,End_year,Description,Content_Warning,Related_Mange,Related_anime,Voice_actors,staff,pairs,char,seiyuu
20,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator", Aria Shibuya : Akane Matsunaga, Aria Shibuya , Akane Matsunaga
21,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator"," Takahiko Kyougoku
Director"," Takahiko Kyougoku
Director",
22,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator"," Yoshiaki Fujisawa
Music"," Yoshiaki Fujisawa
Music",
23,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator"," Atsushi Saitou
Character Design"," Atsushi Saitou
Character Design",
24,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator"," Eri Irei
Animation Director & Key Animator"," Eri Irei
Animation Director & Key Animator",
25,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator"," Naoya Nakayama
Key Animator"," Naoya Nakayama
Key Animator",
26,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator",Chisato Arashi : Nako Misaki,Chisato Arashi , Nako Misaki
27,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator", Kanon Shibuya : Sayuri Date, Kanon Shibuya , Sayuri Date
28,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator", Ren Hazuki : Nagisa Aoyama, Ren Hazuki , Nagisa Aoyama
29,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator", Sumire Heanna : Naomi Payton, Sumire Heanna , Naomi Payton
30,1400,Love Live! Superstar!!,,TV   ,12.0,Sunrise,Summer,"Idols, Music, School Life",3.88,2021.0,,"'Yuigaoka Girls High School is a newly established school that lies between the Omotesando, Harajuku, and Aoyama neighborhoods of Tokyo. The story centers on its first batch of students. With no history, no upperclassmen or alumni, and no reputation, it is a school full of unknowns. Five girls, among them Kanon Shibuya, have a fateful encounter with school idols. Kanon decides, ""I love singing. I want to make something come true with song!"" Many feelings converge upon a star that has only started to grow. The future is blank and full of possibility for these girls, and their story that everyone will make possible has only just begun. Soar with your wings, our\xa0Love Live!'",,,"Love Live! Superstar!! Season 2, Hajimari wa Kimi no Sora","Chisato Arashi : Nako Misaki, Kanon Shibuya : Sayuri Date, Ren Hazuki : Nagisa Aoyama, Sumire Heanna : Naomi Payton, Tang Keke : Liyuu, Mao Hiiragi : Yuna Yuuki, Yuuna Hijirisawa : Chihaya Yoshitake, Aria Shibuya : Akane Matsunaga, Takahiko Kyougoku
Director, Yoshiaki Fujisawa
Music, Atsushi Saitou
Character Design, Eri Irei
Animation Director & Key Animator, Naoya Nakayama
Key Animator","Takahiko Kyougoku : Director, Yoshiaki Fujisawa : Music, Atsushi Saitou : Character Design, Eri Irei : Animation Director & Key Animator, Naoya Nakayama : Key Animator", Tang Keke : Liyuu, Tang Keke , Liyuu
